STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
01,045,021300,2,616,+31.311812,-085.634257
01,045,021300,3,761,+31.310781,-085.545915
01,045,021300,4,1488,+31.270814,-085.524391
01,045,021400,1,1508,+31.348767,-085.480774
01,045,021400,2,1723,+31.317734,-085.492287
01,045,021400,3,854,+31.316870,-085.456644
01,045,021400,4,1407,+31.296967,-085.458038
01,047,956100,1,626,+32.493943,-086.901598
01,047,956100,2,1776,+32.506750,-086.988504
01,047,956100,3,1531,+32.429140,-086.915938
01,047,956100,4,2101,+32.454152,-086.989937
01,047,956100,5,719,+32.627754,-086.935275
01,047,956201,1,1763,+32.432962,-087.111951
01,047,956201,2,787,+32.360285,-087.074807
01,047,956202,1,1478,+32.517876,-087.040681
01,047,956202,2,849,+32.477314,-087.085583
01,047,956300,1,1927,+32.438991,-087.026141
01,047,956300,2,1864,+32.438587,-087.041790
01,047,956400,1,1126,+32.433873,-087.020005
01,047,956400,2,1035,+32.426686,-087.015463
01,047,956400,3,989,+32.418804,-087.018022
01,047,956500,1,1095,+32.409834,-087.000158
01,047,956500,2,553,+32.419147,-087.004676
01,047,956500,3,1431,+32.412791,-087.014525
01,047,956500,4,732,+32.419666,-087.011514
01,047,956600,1,1011,+32.426393,-087.028221
01,047,956600,2,1559,+32.411436,-087.031400
01,047,956600,3,436,+32.408899,-087.025227
01,047,956600,4,805,+32.420134,-087.028013
01,047,956701,1,1855,+32.405417,-087.069612
01,047,956702,1,1602,+32.400770,-087.047689
01,047,956800,1,619,+32.422071,-087.036248
01,047,956800,2,1416,+32.426358,-087.051782
01,047,956800,3,754,+32.418268,-087.057719
01,047,956900,1,860,+32.398548,-087.239161
01,047,956900,2,1255,+32.260344,-087.215146
01,047,956900,3,689,+32.315263,-087.245073
01,047,957000,1,1274,+32.201948,-087.168843
01,047,957100,1,695,+32.284550,-087.028115
01,047,957100,2,650,+32.284099,-086.940944
01,047,957200,1,633,+32.387603,-087.030398
01,047,957200,2,1121,+32.368696,-087.013340
01,047,957300,1,1434,+32.331688,-086.933837
01,047,957300,2,639,+32.370953,-086.999893
01,047,957300,3,1322,+32.349194,-086.970699
01,047,957300,4,809,+32.390499,-087.007817
01,049,960100,1,2287,+34.787982,-085.617686
01,049,960100,2,1023,+34.716587,-085.670651
01,049,960100,3,657,+34.684204,-085.709666
01,049,960100,4,799,+34.745682,-085.600637
01,049,960100,5,1171,+34.666879,-085.654584
01,049,960200,1,1209,+34.637361,-085.753865
01,049,960200,2,1119,+34.586425,-085.713171
01,049,960200,3,1202,+34.628827,-085.709601
01,049,960300,1,1050,+34.575883,-085.813336
01,049,960300,2,1611,+34.539348,-085.839381
01,049,960300,3,1335,+34.533702,-085.901276
01,049,960300,4,1793,+34.491930,-085.876660
01,049,960300,5,1119,+34.508073,-085.851993
01,049,960400,1,1369,+34.544444,-085.750675
01,049,960400,2,2148,+34.514504,-085.785732
01,049,960400,3,921,+34.510655,-085.818676
01,049,960400,4,992,+34.477907,-085.833834
01,049,960400,5,1053,+34.452358,-085.835265
01,049,960500,1,1428,+34.469192,-085.956870
01,049,960500,2,1186,+34.422772,-086.027283
01,049,960500,3,815,+34.430003,-085.953134
01,049,960500,4,1944,+34.421789,-085.905582
01,049,960600,1,1772,+34.354515,-086.079359
01,049,960600,2,1244,+34.318587,-086.047972
01,049,960600,3,1953,+34.363442,-085.988453
01,049,960600,4,1424,+34.345082,-085.927435
01,049,960700,1,2487,+34.287233,-086.030600
01,049,960700,2,3235,+34.260555,-086.081125
01,049,960700,3,1307,+34.272560,-085.991544
01,049,960700,4,1599,+34.217529,-086.045003
01,049,960800,1,869,+34.291496,-085.866343
01,049,960800,2,1177,+34.255382,-085.909034
01,049,960800,3,2452,+34.266954,-085.831328
01,049,960900,1,1027,+34.356894,-085.796512
01,049,960900,2,752,+34.403408,-085.739279
01,049,960900,3,1170,+34.416145,-085.773307
01,049,960900,4,860,+34.424495,-085.745860
01,049,961000,1,744,+34.438916,-085.716088
01,049,961000,2,1590,+34.413837,-085.697443
01,049,961000,3,1580,+34.353416,-085.699901
01,049,961100,1,1080,+34.446366,-085.723020
01,049,961100,2,1114,+34.459353,-085.711617
01,049,961100,3,1064,+34.460699,-085.759157
01,049,961200,1,905,+34.500566,-085.703770
01,049,961200,2,1202,+34.515326,-085.674690
01,049,961300,1,2386,+34.485404,-085.674507
01,049,961300,2,717,+34.455407,-085.702838
01,049,961300,3,1139,+34.447419,-085.712448
01,049,961300,4,895,+34.462487,-085.636371
01,049,961300,5,830,+34.437194,-085.654949
01,049,961400,1,1404,+34.593997,-085.580129
01,049,961400,2,1944,+34.583282,-085.637565
01,049,961400,3,956,+34.536652,-085.572476
01,051,030100,1,1891,+32.643041,-086.318805
01,051,030100,2,1229,+32.690798,-086.371047
01,051,030100,3,2001,+32.602547,-086.307539
01,051,030100,4,4983,+32.587196,-086.339164
01,051,030200,1,858,+32.694462,-086.268521
01,051,030200,2,1293,+32.673704,-086.296491
01,051,030200,3,1322,+32.691882,-086.176599
01,051,030200,4,1284,+32.689748,-086.117342
01,051,030300,1,1231,+32.683539,-085.956822
01,051,030300,2,1233,+32.729724,-085.998800
01,051,030400,1,1193,+32.521406,-085.905477
01,051,030400,2,2173,+32.510528,-086.010116
01,051,030400,3,1437,+32.555296,-085.944057
01,051,030400,4,880,+32.544276,-085.904550
01,051,030400,5,850,+32.591567,-085.915568
01,051,030400,6,1179,+32.572377,-085.929721
01,051,030500,1,1419,+32.659534,-086.025162
01,051,030500,2,1727,+32.607509,-086.016103
01,051,030500,3,1549,+32.627626,-086.075529
01,051,030600,1,2201,+32.570225,-086.181929
01,051,030600,2,1892,+32.584084,-086.211739
01,051,030600,3,2001,+32.618171,-086.186956
01,051,030600,4,1311,+32.598057,-086.125583
01,051,030701,1,2070,+32.471071,-086.156483
01,051,030701,2,4187,+32.462373,-086.107571
01,051,030702,1,2377,+32.509173,-086.185515
01,051,030702,2,1301,+32.538912,-086.110218
01,051,030800,1,1079,+32.524373,-086.209582
01,051,030800,2,1469,+32.543194,-086.212646
01,051,030800,3,1830,+32.549507,-086.230725
01,051,030800,4,1406,+32.594733,-086.265869
01,051,030901,1,3245,+32.561495,-086.397053
01,051,030901,2,2989,+32.536708,-086.380564
01,051,030902,1,1105,+32.550162,-086.327524
01,051,030902,2,1186,+32.561163,-086.308424
01,051,030902,3,1408,+32.533790,-086.356136
01,051,031000,1,3207,+32.494086,-086.378785
01,051,031000,2,3309,+32.516382,-086.389549
01,051,031100,1,883,+32.494942,-086.356820
01,051,031100,2,2371,+32.508447,-086.359828
01,051,031100,3,967,+32.523449,-086.350294
01,051,031200,1,657,+32.508932,-086.313653
01,051,031200,2,1152,+32.501385,-086.340059
01,051,031300,1,1807,+32.448788,-086.407437
01,051,031300,2,954,+32.464445,-086.370125
01,051,031300,3,1207,+32.468294,-086.354751
01,053,969800,1,887,+31.154293,-086.894572
01,053,969800,2,1594,+31.045849,-086.970661
01,053,969800,3,1768,+31.097989,-087.032057
01,053,969800,4,816,+31.087799,-087.051292
01,053,969800,5,890,+31.084780,-087.064970
01,053,969900,1,1536,+31.189343,-087.140567
01,053,969900,2,1290,+31.101636,-087.094360
01,053,969900,3,1535,+31.059964,-087.172096
01,053,970100,1,1204,+31.200852,-087.061818
01,053,970100,2,1946,+31.136894,-087.072004
01,053,970100,3,1366,+31.139947,-087.057521
01,053,970200,1,699,+31.124412,-087.060074
01,053,970200,2,1040,+31.113069,-087.068795
01,053,970300,1,2421,+31.062754,-087.261712
01,053,970300,2,1211,+31.005756,-087.285066
01,053,970400,1,626,+31.211366,-087.397955
01,053,970400,2,2997,+31.155491,-087.457965
01,053,970400,3,2121,+31.128761,-087.545974
01,053,970500,1,1519,+31.081411,-087.480274
01,053,970500,2,946,+31.045235,-087.548643
01,053,970500,3,898,+31.031934,-087.504380
01,053,970500,4,1456,+31.011497,-087.522010
01,053,970600,1,1475,+31.049817,-087.440725
01,053,970600,2,547,+31.035340,-087.485152
01,053,970600,3,655,+31.035522,-087.491868
01,053,970600,4,1358,+31.030471,-087.481892
01,053,970700,1,1314,+31.010875,-087.459116
01,053,970700,2,694,+31.021239,-087.482154
01,053,970700,3,577,+31.016777,-087.491623
01,053,970700,4,933,+31.014720,-087.480210
01,055,000200,1,1100,+34.046499,-085.958202
01,055,000200,2,1411,+34.028854,-085.974041
01,055,000200,3,1149,+34.029843,-085.989369
01,055,000300,1,738,+34.030830,-086.004746
01,055,000300,2,832,+34.020330,-086.006881
01,055,000300,3,1114,+34.025112,-086.016548
01,055,000400,1,768,+34.061903,-086.016982
01,055,000400,2,802,+34.049524,-086.014431
01,055,000400,3,791,+34.041647,-086.003723
01,055,000400,4,806,+34.036343,-086.019955
01,055,000400,5,699,+34.048387,-086.036582
01,055,000500,1,651,+34.032391,-086.041839
01,055,000500,2,1163,+34.026489,-086.052139
01,055,000600,1,550,+34.020879,-086.055095
01,055,000600,2,794,+34.014135,-086.059944
01,055,000600,3,620,+34.015491,-086.065889
01,055,000700,1,620,+34.025589,-086.041820
01,055,000700,2,756,+34.021333,-086.036853
01,055,000800,1,531,+34.021872,-086.023653
01,055,000800,2,558,+34.016286,-086.022836
01,055,000900,1,603,+34.016963,-086.037853
01,055,000900,2,713,+34.003547,-086.051012
01,055,000900,3,597,+33.995351,-086.029529
01,055,000900,4,785,+33.999560,-086.038891
01,055,001000,1,1286,+34.011234,-086.020204
01,055,001100,1,2363,+33.956918,-085.996762
01,055,001100,2,775,+33.977263,-086.017082
01,055,001100,3,1591,+33.963160,-086.027431
01,055,001200,1,1271,+34.014989,-086.010962
01,055,001200,2,1486,+34.006800,-086.014007
01,055,001200,3,789,+33.999425,-086.010887
01,055,001300,1,399,+34.010922,-085.983545
01,055,001300,2,1099,+34.004068,-085.978590
01,055,001300,3,1073,+34.001919,-085.994021
01,055,001600,1,1851,+33.986370,-085.977363
01,055,001600,2,815,+33.982467,-085.981716
01,055,001600,3,858,+33.989596,-085.987063
01,055,001700,1,694,+33.993938,-085.957705
01,055,001700,2,944,+33.973003,-085.954671
01,055,010100,1,1268,+34.059976,-086.066707
01,055,010100,2,791,+34.024563,-086.086429
01,055,010200,1,1636,+33.986804,-086.117707
01,055,010200,2,1071,+34.020095,-086.099351
01,055,010200,3,649,+34.014064,-086.080822
01,055,010200,4,1012,+34.005316,-086.119586
01,055,010200,5,1150,+33.990695,-086.104988
01,055,010300,1,953,+34.050510,-086.122999
01,055,010300,2,656,+34.013048,-086.151956
01,055,010300,3,1309,+33.987525,-086.185741
01,055,010401,1,685,+33.944144,-086.052186
01,055,010401,2,1808,+33.960792,-086.040876
01,055,010401,3,978,+33.974690,-086.042435
01,055,010402,1,2708,+33.951494,-086.075801
01,055,010402,2,2796,+33.915798,-086.070180
01,055,010501,1,1978,+33.928443,-086.011899
